uf,cidade,candidato,votos_validos,votos_concorrentes,lat,lon
SC,CAÇADOR,PADRE KELMON,42,40033,-26.77567,-51.0120041
SC,CAÇADOR,LÉO PÉRICLES,11,40033,-26.77567,-51.0120041
SC,CAÇADOR,VERA,11,40033,-26.77567,-51.0120041
SC,CAÇADOR,SOFIA MANZANO,11,40033,-26.77567,-51.0120041
SC,CAÇADOR,CONSTITUINTE EYMAEL,3,40033,-26.77567,-51.0120041
SC,CELSO RAMOS,JAIR BOLSONARO,1071,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,LULA,879,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,SIMONE TEBET,94,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,CIRO GOMES,35,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,SORAYA THRONICKE,17,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,FELIPE D'AVILA,8,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,PADRE KELMON,1,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,LÉO PÉRICLES,1,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,SOFIA MANZANO,0,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,CONSTITUINTE EYMAEL,0,2106,-27.6335797,-51.3368111
SC,CELSO RAMOS,VERA,0,2106,-27.6335797,-51.3368111
SC,CERRO NEGRO,LULA,1489,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,JAIR BOLSONARO,911,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,SIMONE TEBET,94,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,CIRO GOMES,23,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,SORAYA THRONICKE,3,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,FELIPE D'AVILA,2,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,PADRE KELMON,1,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,LÉO PÉRICLES,1,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,SOFIA MANZANO,1,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,VERA,0,2525,-27.7953331,-50.8741305
SC,CERRO NEGRO,CONSTITUINTE EYMAEL,0,2525,-27.7953331,-50.8741305
SC,CHAPADÃO DO LAGEADO,JAIR BOLSONARO,1382,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,LULA,701,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,SIMONE TEBET,84,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,CIRO GOMES,18,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,FELIPE D'AVILA,14,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,SORAYA THRONICKE,6,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,PADRE KELMON,4,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,CONSTITUINTE EYMAEL,0,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,SOFIA MANZANO,0,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,VERA,0,2209,-27.590507,-49.553879
SC,CHAPADÃO DO LAGEADO,LÉO PÉRICLES,0,2209,-27.590507,-49.553879
SC,CHAPECÓ,JAIR BOLSONARO,72582,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,LULA,46992,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,SIMONE TEBET,4270,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,CIRO GOMES,2488,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,FELIPE D'AVILA,1053,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,SORAYA THRONICKE,504,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,PADRE KELMON,85,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,SOFIA MANZANO,29,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,VERA,20,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,LÉO PÉRICLES,20,128059,-27.0922364,-52.6166878
SC,CHAPECÓ,CONSTITUINTE EYMAEL,16,128059,-27.0922364,-52.6166878
SC,COCAL DO SUL,JAIR BOLSONARO,7392,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,LULA,2597,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,SIMONE TEBET,483,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,CIRO GOMES,262,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,FELIPE D'AVILA,179,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,SORAYA THRONICKE,44,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,PADRE KELMON,10,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,VERA,4,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,SOFIA MANZANO,4,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,LÉO PÉRICLES,1,10976,-28.6007346,-49.3248697
SC,COCAL DO SUL,CONSTITUINTE EYMAEL,0,10976,-28.6007346,-49.3248697
SC,CONCÓRDIA,JAIR BOLSONARO,29941,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,LULA,13760,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,SIMONE TEBET,1901,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,CIRO GOMES,833,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,FELIPE D'AVILA,393,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,SORAYA THRONICKE,180,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,PADRE KELMON,43,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,SOFIA MANZANO,11,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,CONSTITUINTE EYMAEL,6,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,LÉO PÉRICLES,6,47078,-27.2312011,-52.0231024
SC,CONCÓRDIA,VERA,4,47078,-27.2312011,-52.0231024
SC,CORDILHEIRA ALTA,JAIR BOLSONARO,1972,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,LULA,1185,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,SIMONE TEBET,137,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,CIRO GOMES,30,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,SORAYA THRONICKE,12,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,FELIPE D'AVILA,9,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,PADRE KELMON,2,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,CONSTITUINTE EYMAEL,1,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,SOFIA MANZANO,0,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,LÉO PÉRICLES,0,3348,-26.9853947,-52.603549
SC,CORDILHEIRA ALTA,VERA,0,3348,-26.9853947,-52.603549
SC,CORONEL FREITAS,JAIR BOLSONARO,3773,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,LULA,2554,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,SIMONE TEBET,208,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,CIRO GOMES,85,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,FELIPE D'AVILA,47,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,SORAYA THRONICKE,19,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,SOFIA MANZANO,3,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,VERA,2,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,PADRE KELMON,2,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,LÉO PÉRICLES,0,6693,-26.9058932,-52.7028055
SC,CORONEL FREITAS,CONSTITUINTE EYMAEL,0,6693,-26.9058932,-52.7028055
SC,CORONEL MARTINS,JAIR BOLSONARO,793,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,LULA,774,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,SIMONE TEBET,66,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,CIRO GOMES,22,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,SORAYA THRONICKE,6,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,FELIPE D'AVILA,4,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,PADRE KELMON,2,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,VERA,1,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,CONSTITUINTE EYMAEL,0,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,LÉO PÉRICLES,0,1668,-26.5124719,-52.6681763
SC,CORONEL MARTINS,SOFIA MANZANO,0,1668,-26.5124719,-52.6681763
SC,CORREIA PINTO,JAIR BOLSONARO,4807,9584,-27.587688,-50.361448
SC,CORREIA PINTO,LULA,4044,9584,-27.587688,-50.361448
SC,CORREIA PINTO,SIMONE TEBET,517,9584,-27.587688,-50.361448
SC,CORREIA PINTO,CIRO GOMES,141,9584,-27.587688,-50.361448
SC,CORREIA PINTO,FELIPE D'AVILA,38,9584,-27.587688,-50.361448
SC,CORREIA PINTO,SORAYA THRONICKE,27,9584,-27.587688,-50.361448
SC,CORREIA PINTO,PADRE KELMON,5,9584,-27.587688,-50.361448
SC,CORREIA PINTO,SOFIA MANZANO,3,9584,-27.587688,-50.361448
SC,CORREIA PINTO,VERA,1,9584,-27.587688,-50.361448
SC,CORREIA PINTO,LÉO PÉRICLES,1,9584,-27.587688,-50.361448
SC,CORREIA PINTO,CONSTITUINTE EYMAEL,0,9584,-27.587688,-50.361448
SC,CORUPÁ,JAIR BOLSONARO,6924,9592,-26.4267153,-49.24747
SC,CORUPÁ,LULA,2010,9592,-26.4267153,-49.24747
SC,CORUPÁ,SIMONE TEBET,375,9592,-26.4267153,-49.24747
SC,CORUPÁ,CIRO GOMES,164,9592,-26.4267153,-49.24747
SC,CORUPÁ,FELIPE D'AVILA,68,9592,-26.4267153,-49.24747
SC,CORUPÁ,SORAYA THRONICKE,38,9592,-26.4267153,-49.24747
SC,CORUPÁ,PADRE KELMON,6,9592,-26.4267153,-49.24747
SC,CORUPÁ,LÉO PÉRICLES,5,9592,-26.4267153,-49.24747
SC,CORUPÁ,VERA,1,9592,-26.4267153,-49.24747
SC,CORUPÁ,SOFIA MANZANO,1,9592,-26.4267153,-49.24747
SC,CORUPÁ,CONSTITUINTE EYMAEL,0,9592,-26.4267153,-49.24747
SC,CRICIÚMA,JAIR BOLSONARO,75743,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,LULA,31462,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,SIMONE TEBET,4902,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,CIRO GOMES,3039,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,FELIPE D'AVILA,1519,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,SORAYA THRONICKE,499,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,PADRE KELMON,102,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,SOFIA MANZANO,61,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,LÉO PÉRICLES,41,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,VERA,37,117431,-28.6789941,-49.3695627
SC,CRICIÚMA,CONSTITUINTE EYMAEL,26,117431,-28.6789941,-49.3695627
SC,CUNHA PORÃ,JAIR BOLSONARO,5617,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,LULA,1212,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,SIMONE TEBET,372,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,CIRO GOMES,51,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,FELIPE D'AVILA,28,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,SORAYA THRONICKE,25,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,PADRE KELMON,3,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,SOFIA MANZANO,2,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,LÉO PÉRICLES,2,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,CONSTITUINTE EYMAEL,1,7313,-26.8927163,-53.1716516
SC,CUNHA PORÃ,VERA,0,7313,-26.8927163,-53.1716516
SC,CUNHATAÍ,JAIR BOLSONARO,877,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,LULA,452,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,SIMONE TEBET,138,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,CIRO GOMES,27,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,FELIPE D'AVILA,7,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,SORAYA THRONICKE,6,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,PADRE KELMON,3,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,SOFIA MANZANO,0,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,CONSTITUINTE EYMAEL,0,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,LÉO PÉRICLES,0,1510,-26.9735014,-53.0914014
SC,CUNHATAÍ,VERA,0,1510,-26.9735014,-53.0914014
SC,CURITIBANOS,JAIR BOLSONARO,12482,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,LULA,8864,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,SIMONE TEBET,983,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,CIRO GOMES,361,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,FELIPE D'AVILA,158,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,SORAYA THRONICKE,108,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,PADRE KELMON,19,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,CONSTITUINTE EYMAEL,5,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,LÉO PÉRICLES,4,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,VERA,1,22986,-27.2900659,-50.5779683
SC,CURITIBANOS,SOFIA MANZANO,1,22986,-27.2900659,-50.5779683
SC,DESCANSO,JAIR BOLSONARO,3225,5755,-26.8246854,-53.5017586
SC,DESCANSO,LULA,2058,5755,-26.8246854,-53.5017586
SC,DESCANSO,SIMONE TEBET,313,5755,-26.8246854,-53.5017586
SC,DESCANSO,CIRO GOMES,98,5755,-26.8246854,-53.5017586
SC,DESCANSO,SORAYA THRONICKE,33,5755,-26.8246854,-53.5017586
SC,DESCANSO,FELIPE D'AVILA,21,5755,-26.8246854,-53.5017586
SC,DESCANSO,PADRE KELMON,5,5755,-26.8246854,-53.5017586
SC,DESCANSO,SOFIA MANZANO,1,5755,-26.8246854,-53.5017586
SC,DESCANSO,LÉO PÉRICLES,1,5755,-26.8246854,-53.5017586
SC,DESCANSO,CONSTITUINTE EYMAEL,0,5755,-26.8246854,-53.5017586
SC,DESCANSO,VERA,0,5755,-26.8246854,-53.5017586
SC,DIONÍSIO CERQUEIRA,JAIR BOLSONARO,4309,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,LULA,3802,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,SIMONE TEBET,178,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,CIRO GOMES,161,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,FELIPE D'AVILA,20,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,SORAYA THRONICKE,17,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,PADRE KELMON,9,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,CONSTITUINTE EYMAEL,3,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,SOFIA MANZANO,2,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,VERA,1,8502,-26.2604681,-53.6346379
SC,DIONÍSIO CERQUEIRA,LÉO PÉRICLES,0,8502,-26.2604681,-53.6346379
SC,DONA EMMA,JAIR BOLSONARO,1672,2599,-26.9849398,-49.7265136
SC,DONA EMMA,LULA,708,2599,-26.9849398,-49.7265136
SC,DONA EMMA,SIMONE TEBET,123,2599,-26.9849398,-49.7265136
SC,DONA EMMA,CIRO GOMES,46,2599,-26.9849398,-49.7265136
SC,DONA EMMA,FELIPE D'AVILA,28,2599,-26.9849398,-49.7265136
SC,DONA EMMA,SORAYA THRONICKE,20,2599,-26.9849398,-49.7265136
SC,DONA EMMA,LÉO PÉRICLES,1,2599,-26.9849398,-49.7265136
SC,DONA EMMA,PADRE KELMON,1,2599,-26.9849398,-49.7265136
SC,DONA EMMA,SOFIA MANZANO,0,2599,-26.9849398,-49.7265136
SC,DONA EMMA,VERA,0,2599,-26.9849398,-49.7265136
SC,DONA EMMA,CONSTITUINTE EYMAEL,0,2599,-26.9849398,-49.7265136
SC,DOUTOR PEDRINHO,JAIR BOLSONARO,1806,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,LULA,459,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,SIMONE TEBET,114,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,CIRO GOMES,33,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,FELIPE D'AVILA,18,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,PADRE KELMON,2,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,SORAYA THRONICKE,2,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,LÉO PÉRICLES,1,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,VERA,0,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,CONSTITUINTE EYMAEL,0,2435,-26.716408,-49.482726
SC,DOUTOR PEDRINHO,SOFIA MANZANO,0,2435,-26.716408,-49.482726
SC,ENTRE RIOS,LULA,1594,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,JAIR BOLSONARO,651,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,SIMONE TEBET,100,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,CIRO GOMES,17,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,PADRE KELMON,5,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,SORAYA THRONICKE,5,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,FELIPE D'AVILA,2,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,VERA,0,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,CONSTITUINTE EYMAEL,0,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,SOFIA MANZANO,0,2374,-26.7236463,-52.5638445
SC,ENTRE RIOS,LÉO PÉRICLES,0,2374,-26.7236463,-52.5638445
SC,ERMO,JAIR BOLSONARO,1317,1911,-28.9849219,-49.6427198
SC,ERMO,LULA,486,1911,-28.9849219,-49.6427198
SC,ERMO,SIMONE TEBET,56,1911,-28.9849219,-49.6427198
SC,ERMO,CIRO GOMES,30,1911,-28.9849219,-49.6427198
SC,ERMO,FELIPE D'AVILA,11,1911,-28.9849219,-49.6427198
SC,ERMO,PADRE KELMON,5,1911,-28.9849219,-49.6427198
SC,ERMO,SORAYA THRONICKE,5,1911,-28.9849219,-49.6427198
SC,ERMO,SOFIA MANZANO,1,1911,-28.9849219,-49.6427198
SC,ERMO,CONSTITUINTE EYMAEL,0,1911,-28.9849219,-49.6427198
SC,ERMO,LÉO PÉRICLES,0,1911,-28.9849219,-49.6427198
SC,ERMO,VERA,0,1911,-28.9849219,-49.6427198
SC,ERVAL VELHO,JAIR BOLSONARO,2075,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,LULA,874,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,SIMONE TEBET,198,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,CIRO GOMES,23,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,FELIPE D'AVILA,16,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,SORAYA THRONICKE,13,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,PADRE KELMON,5,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,CONSTITUINTE EYMAEL,1,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,LÉO PÉRICLES,0,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,VERA,0,3205,-27.2747859,-51.4429712
SC,ERVAL VELHO,SOFIA MANZANO,0,3205,-27.2747859,-51.4429712
SC,FAXINAL DOS GUEDES,LULA,3609,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,JAIR BOLSONARO,3306,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,SIMONE TEBET,159,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,CIRO GOMES,79,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,SORAYA THRONICKE,36,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,FELIPE D'AVILA,27,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,PADRE KELMON,3,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,SOFIA MANZANO,1,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,VERA,1,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,LÉO PÉRICLES,0,7221,-26.8494222,-52.2586485
SC,FAXINAL DOS GUEDES,CONSTITUINTE EYMAEL,0,7221,-26.8494222,-52.2586485
SC,FLOR DO SERTÃO,LULA,673,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,JAIR BOLSONARO,608,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,SIMONE TEBET,64,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,CIRO GOMES,31,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,SORAYA THRONICKE,8,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,FELIPE D'AVILA,8,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,CONSTITUINTE EYMAEL,1,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,VERA,1,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,PADRE KELMON,1,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,LÉO PÉRICLES,0,1395,-26.7784693,-53.3478823
SC,FLOR DO SERTÃO,SOFIA MANZANO,0,1395,-26.7784693,-53.3478823
SC,FLORIANÓPOLIS,JAIR BOLSONARO,146358,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,LULA,135981,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,SIMONE TEBET,19225,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,CIRO GOMES,10613,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,FELIPE D'AVILA,5332,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,SORAYA THRONICKE,1822,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,LÉO PÉRICLES,393,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,SOFIA MANZANO,333,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,PADRE KELMON,205,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,VERA,154,320467,-27.5973002,-48.5496098
SC,FLORIANÓPOLIS,CONSTITUINTE EYMAEL,51,320467,-27.5973002,-48.5496098
SC,FORMOSA DO SUL,LULA,988,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,JAIR BOLSONARO,841,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,SIMONE TEBET,76,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,CIRO GOMES,29,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,SORAYA THRONICKE,8,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,FELIPE D'AVILA,8,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,PADRE KELMON,5,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,VERA,1,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,SOFIA MANZANO,0,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,LÉO PÉRICLES,0,1956,-26.6478829,-52.7934366
SC,FORMOSA DO SUL,CONSTITUINTE EYMAEL,0,1956,-26.6478829,-52.7934366
SC,FORQUILHINHA,JAIR BOLSONARO,11327,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,LULA,4499,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,CIRO GOMES,429,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,SIMONE TEBET,429,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,FELIPE D'AVILA,119,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,SORAYA THRONICKE,94,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,PADRE KELMON,11,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,LÉO PÉRICLES,5,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,SOFIA MANZANO,3,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,CONSTITUINTE EYMAEL,1,16917,-28.7487602,-49.4737661
SC,FORQUILHINHA,VERA,0,16917,-28.7487602,-49.4737661
SC,FRAIBURGO,JAIR BOLSONARO,11876,20615,-27.023288,-50.919978
SC,FRAIBURGO,LULA,7322,20615,-27.023288,-50.919978
SC,FRAIBURGO,SIMONE TEBET,730,20615,-27.023288,-50.919978
SC,FRAIBURGO,CIRO GOMES,404,20615,-27.023288,-50.919978
SC,FRAIBURGO,SORAYA THRONICKE,135,20615,-27.023288,-50.919978
SC,FRAIBURGO,FELIPE D'AVILA,114,20615,-27.023288,-50.919978
SC,FRAIBURGO,PADRE KELMON,18,20615,-27.023288,-50.919978
SC,FRAIBURGO,SOFIA MANZANO,9,20615,-27.023288,-50.919978
SC,FRAIBURGO,VERA,3,20615,-27.023288,-50.919978
SC,FRAIBURGO,LÉO PÉRICLES,3,20615,-27.023288,-50.919978
SC,FRAIBURGO,CONSTITUINTE EYMAEL,1,20615,-27.023288,-50.919978
SC,FREI ROGÉRIO,JAIR BOLSONARO,928,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,LULA,683,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,SIMONE TEBET,130,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,CIRO GOMES,22,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,FELIPE D'AVILA,7,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,SORAYA THRONICKE,3,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,LÉO PÉRICLES,0,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,CONSTITUINTE EYMAEL,0,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,PADRE KELMON,0,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,VERA,0,1773,-27.175021,-50.807621
SC,FREI ROGÉRIO,SOFIA MANZANO,0,1773,-27.175021,-50.807621
SC,GALVÃO,JAIR BOLSONARO,1192,2252,-26.4553595,-52.6869755
SC,GALVÃO,LULA,920,2252,-26.4553595,-52.6869755
SC,GALVÃO,SIMONE TEBET,102,2252,-26.4553595,-52.6869755
SC,GALVÃO,CIRO GOMES,22,2252,-26.4553595,-52.6869755
